Case ID,cluster,Sequence
6048635,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_application_received phase_application_receptive
6048635,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_application_received phase_application_receptive
6048635,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_application_received phase_application_receptive
6052108,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6052108,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6052108,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6053967,0-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
6053967,0-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
6053967,0-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
6054533,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
6054533,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
6054533,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
6061611,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent
6061611,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent
6061611,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_decision_ready phase_procedure_resumed phase_decision_taken phase_decision_sent
6062596,0-afterDrift1_cutwindow0,phase_application_received phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_procedure_prematurely_terminated phase_procedure_aborted
6062596,0-afterDrift1_cutwindow20,phase_application_received phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_procedure_prematurely_terminated phase_procedure_aborted
6062596,0-afterDrift1_cutwindow50,phase_application_received phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_procedure_prematurely_terminated phase_procedure_aborted
6063090,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6063090,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6063090,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6073627,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent
6073627,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent
6073627,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_asked_additional_information phase_additional_information_received phase_decision_taken phase_decision_sent
6077518,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6077518,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6077518,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6081247,1-afterDrift1_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_perspective_submitted phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_perspective_submitted
6081247,1-afterDrift1_cutwindow20,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_perspective_submitted phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_perspective_submitted
6081247,1-afterDrift1_cutwindow50,phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_perspective_submitted phase_application_received phase_asked_additional_information phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_perspective_submitted
6085299,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6085299,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6085299,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6086376,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6086376,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6086376,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6087764,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6087764,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6087764,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6092653,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6092653,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6092653,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
6092663,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent
6092663,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent
6092663,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_updated_plan_received phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent
6100999,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6100999,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6100999,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6125252,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6125252,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6125252,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6134041,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6134041,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6134041,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6145343,1-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_asked_additional_information phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_asked_additional_information phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable
6145343,1-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_asked_additional_information phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_asked_additional_information phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable
6145343,1-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_asked_additional_information phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_asked_additional_information phase_additional_information_received phase_decision_ready phase_decision_taken phase_decision_sent phase_decision_irrevocable
6157938,1-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken
6157938,1-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken
6157938,1-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken
6158677,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6158677,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6158677,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6159453,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6159453,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6159453,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6166321,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_decision_suspended phase_procedure_resumed phase_updated_plan_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_decision_suspended phase_procedure_resumed phase_updated_plan_received phase_decision_ready phase_decision_taken phase_decision_sent
6166321,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_decision_suspended phase_procedure_resumed phase_updated_plan_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_decision_suspended phase_procedure_resumed phase_updated_plan_received phase_decision_ready phase_decision_taken phase_decision_sent
6166321,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_decision_suspended phase_procedure_resumed phase_updated_plan_received phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_updated_plan_requested phase_advice_known phase_decision_suspended phase_procedure_resumed phase_updated_plan_received phase_decision_ready phase_decision_taken phase_decision_sent
6166928,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6166928,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6166928,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6178084,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6178084,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6178084,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6178785,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_asked_additional_information phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_asked_additional_information phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6178785,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_asked_additional_information phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_asked_additional_information phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6178785,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_asked_additional_information phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_asked_additional_information phase_additional_information_received phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6184300,0-afterDrift1_cutwindow0,phase_application_received phase_archived_case phase_case_handled phase_activity_no_permit_required phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_activity_no_permit_required phase_procedure_aborted
6184300,0-afterDrift1_cutwindow20,phase_application_received phase_archived_case phase_case_handled phase_activity_no_permit_required phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_activity_no_permit_required phase_procedure_aborted
6184300,0-afterDrift1_cutwindow50,phase_application_received phase_archived_case phase_case_handled phase_activity_no_permit_required phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_activity_no_permit_required phase_procedure_aborted
6186459,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6186459,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6186459,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6187718,0-afterDrift1_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6187718,0-afterDrift1_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
6187718,0-afterDrift1_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7617280,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7617280,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7617280,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7618703,1-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_draft_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_draft_decision_sent
7618703,1-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_draft_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_draft_decision_sent
7618703,1-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_draft_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_draft_decision_sent
7619317,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent
7619317,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent
7619317,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_suspended phase_procedure_resumed phase_decision_ready phase_decision_taken phase_decision_sent
7620122,0-beforeDrift2_cutwindow0,phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted
7620122,0-beforeDrift2_cutwindow20,phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted
7620122,0-beforeDrift2_cutwindow50,phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted
7635379,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7635379,0-beforeDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7635379,0-beforeDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7636239,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7636239,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7636239,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7638155,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7638155,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7638155,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7647123,0-beforeDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7647123,0-beforeDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7647123,0-beforeDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_asked_additional_information phase_additional_information_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7647891,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled
